rank,priority_tier,resource_kind,usefulness_score,title,author,year,category,collection,source_url,download_url,public_domain_status,commercial_use_status,rights_basis,recommended_use,file_path,word_count,reading_hours_estimate,work_group_key,edition_or_volume_count
1,Tier 1 - core beta study library,Commentary,1490,Christology of the Old Testament: And a Commentary on the Messianic Predictions. Vol. 2,Ernst Wilhelm Hengstenberg and Theodore Meyer,2009,Commentaries,Commentary,https://www.gutenberg.org/ebooks/30608,https://www.gutenberg.org/ebooks/30608.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/30608.,Public-domain commentary or exposition for secondary study after reading Scripture.,data/library/verified/christology-of-the-old-testament-and-a-commentary-on-the-messianic-predictions-vol-2-ernst-wilhelm-hengstenber.txt,200869,22.3,christology of the old testament and a commentary on the messianic predictions|ernst wilhelm hengstenberg and theodore meyer,1
568,Tier 3 - strong curated library,Christian Book,1120,Daily help [microform],"Spurgeon, C. H. (Charles Haddon), 1834-1892",2026,Preaching & Teaching,Spurgeon Collection,https://archive.org/download/MN41387ucmf_4/MN41387ucmf_4_djvu.txt,https://archive.org/download/MN41387ucmf_4/MN41387ucmf_4_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/MN41387ucmf_4/MN41387ucmf_4_djvu.txt.,"Spurgeon preaching, devotional, and teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation.",data/library/verified/daily-help-microform-spurgeon-c-h-charles-haddon-1834-1892.txt,45411,5.0,daily help microform|spurgeon c h charles haddon 1834 1892,1
569,Tier 3 - strong curated library,Christian Book,1120,John Ploughman's pictures,"Spurgeon, C. H. (Charles Haddon), 1834-1892",1896,Preaching & Teaching,Spurgeon Collection,https://archive.org/download/johnploughmanspi00spur/johnploughmanspi00spur_djvu.txt,https://archive.org/download/johnploughmanspi00spur/johnploughmanspi00spur_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/johnploughmanspi00spur/johnploughmanspi00spur_djvu.txt.,"Spurgeon preaching, devotional, and teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation.",data/library/verified/john-ploughman-s-pictures-spurgeon-c-h-charles-haddon-1834-1892.txt,41103,4.6,john ploughman s pictures|spurgeon c h charles haddon 1834 1892,1
570,Tier 3 - strong curated library,Christian Book,1120,"John Ploughman's pictures; or, More of his plain talk for plain people","Spurgeon, C. H. (Charles Haddon), 1834-1892",1896,Preaching & Teaching,Spurgeon Collection,https://archive.org/download/johnploughmansp00spurgoog/johnploughmansp00spurgoog_djvu.txt,https://archive.org/download/johnploughmansp00spurgoog/johnploughmansp00spurgoog_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/johnploughmansp00spurgoog/johnploughmansp00spurgoog_djvu.txt.,"Spurgeon preaching, devotional, and teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation.",data/library/verified/john-ploughman-s-pictures-or-more-of-his-plain-talk-for-plain-people-spurgeon-c-h-charles-haddon-1834-1892.txt,43300,4.8,john ploughman s pictures or more of his plain talk for plain people|spurgeon c h charles haddon 1834 1892,1
571,Tier 3 - strong curated library,Christian Book,1120,The art of illustration,"Spurgeon, C. H. (Charles Haddon), 1834-1892",1894,Preaching & Teaching,Spurgeon Collection,https://archive.org/download/artofillustratio00spur/artofillustratio00spur_djvu.txt,https://archive.org/download/artofillustratio00spur/artofillustratio00spur_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/artofillustratio00spur/artofillustratio00spur_djvu.txt.,"Spurgeon preaching, devotional, and teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation.",data/library/verified/the-art-of-illustration-spurgeon-c-h-charles-haddon-1834-1892.txt,50533,5.6,the art of illustration|spurgeon c h charles haddon 1834 1892,1
572,Tier 3 - strong curated library,Commentary,1120,"The Elder Son Explained, and the Romish Church Exposed","Church, J. (John)",2018,Commentaries,Commentary,https://www.gutenberg.org/ebooks/58539,https://www.gutenberg.org/ebooks/58539.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/58539.,Public-domain commentary or exposition for secondary study after reading Scripture.,data/library/verified/the-elder-son-explained-and-the-romish-church-exposed-church-j-john.txt,3716,0.4,the elder son explained and the romish church exposed|church j john,1
573,Tier 3 - strong curated library,Christian Book,1120,"Wondrous Love, and Other Gospel Addresses",D. L. Moody,1885,Evangelism,Evangelism,https://www.gutenberg.org/ebooks/33520,https://www.gutenberg.org/ebooks/33520.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog page reports public domain in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Evangelism, invitation preparation, and devotional Gospel reading.",data/library/verified/wondrous-love-and-other-gospel-addresses.txt,55692,6.2,wondrous love and other gospel addresses|d l moody,1
574,Tier 3 - strong curated library,Christian Book,1115,"A Body of Divinity, Vol. 1 (of 4) Wherein the doctrines of the Christian religion are explained and defended, being the substance of several lectures on the Assembly's Larger Catechism",Thomas Ridgley and James P. Wilson,2019,Christian Living,Bible Doctrine,https://www.gutenberg.org/ebooks/59133,https://www.gutenberg.org/ebooks/59133.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/59133.,Bible doctrine and Christian living resource for careful study and teaching preparation.,data/library/verified/a-body-of-divinity-vol-1-of-4-wherein-the-doctrines-of-the-christian-religion-are-explained-and-defended-being.txt,298938,33.2,a body of divinity wherein the doctrines of the christian religion are explained and defended being the substance of several lectures on the assembly s larger catechism|thomas ridgley and james p wilson,1
575,Tier 3 - strong curated library,Christian Book,1115,Addresses by Henry Drummond,"Drummond, Henry",2001,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/2498,https://www.gutenberg.org/ebooks/2498.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/2498.,"Preaching and teaching help for illustrations, exposition, and lesson preparation.",data/library/verified/addresses-by-henry-drummond-drummond-henry.txt,33120,3.7,addresses by henry drummond|drummond henry,1
576,Tier 3 - strong curated library,Christian Book,1115,Discipline and Other Sermons,Charles Kingsley,2004,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/7042,https://www.gutenberg.org/ebooks/7042.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Verified. Source reviewed from https://www.gutenberg.org/ebooks/7042.,Public-domain sermon resource.,data/library/verified/discipline-and-other-sermons-charles-kingsley.txt,57140,6.3,discipline and other sermons|charles kingsley,1
577,Tier 3 - strong curated library,Christian Book,1115,How to Bring Men to Christ,R. A. Torrey,1893,Evangelism,Evangelism,https://www.gutenberg.org/ebooks/51931,https://www.gutenberg.org/ebooks/51931.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog page reports public domain in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Evangelism resource for gospel clarity, illustrations, and practical application.",data/library/verified/how-to-bring-men-to-christ.txt,31093,3.5,how to bring men to christ|r a torrey,1
578,Tier 3 - strong curated library,Christian Book,1115,Institutes of the Christian Religion (Vol. 2 of 2),"Calvin, Jean; Allen, John",2021,Baptist History,Baptist History,https://www.gutenberg.org/ebooks/64392,https://www.gutenberg.org/ebooks/64392.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/64392.,Church history and Baptist-history-adjacent resource for historical background and discernment.,data/library/verified/institutes-of-the-christian-religion-vol-2-of-2-calvin-jean-allen-john.txt,337832,37.5,institutes of the christian religion|calvin jean allen john,1
579,Tier 3 - strong curated library,Christian Book,1115,Morning by Morning,C. H. Spurgeon,1866,Prayer,Spurgeon Collection,https://archive.org/download/morningbymornin00spurgoog/morningbymornin00spurgoog_djvu.txt,https://archive.org/download/morningbymornin00spurgoog/morningbymornin00spurgoog_djvu.txt,verified,verified_allowed_public_domain,Internet Archive item morningbymornin00spurgoog lists public-domain or NOT_IN_COPYRIGHT status. Direct IA OCR text imported for beta reading with use-with-discernment and OCR spot-check labels.,"Daily devotional readings for prayer, spiritual encouragement, and listening.",data/library/verified/morning-by-morning-c-h-spurgeon.txt,126204,14.0,morning by morning|c h spurgeon,1
580,Tier 3 - strong curated library,Christian Book,1115,"Plain Sermons, Preached at Archbishop Tenison's Chapel, Regent Street","Cowan, James Galloway",2021,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/64743,https://www.gutenberg.org/ebooks/64743.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/64743.,"Preaching and teaching help for illustrations, exposition, and lesson preparation.",data/library/verified/plain-sermons-preached-at-archbishop-tenison-s-chapel-regent-street-cowan-james-galloway.txt,37457,4.2,plain sermons preached at archbishop tenison s chapel regent street|cowan james galloway,1
581,Tier 3 - strong curated library,Christian Book,1115,The creed of creeds : a series of short expositions of the Apostles' Creed,"Meyer, F. B. (Frederick Brotherton), 1847-1929",2026,Christian Living,F. B. Meyer Collection,https://archive.org/download/creedofcreedsser00meyeuoft/creedofcreedsser00meyeuoft_djvu.txt,https://archive.org/download/creedofcreedsser00meyeuoft/creedofcreedsser00meyeuoft_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/creedofcreedsser00meyeuoft/creedofcreedsser00meyeuoft_djvu.txt.,F. B. Meyer devotional and Bible study resource for Christian living and teaching application. OCR text should be spot-checked before quotation.,data/library/verified/the-creed-of-creeds-a-series-of-short-expositions-of-the-apostles-creed-meyer-f-b-frederick-brotherton-1847-19.txt,45552,5.1,the creed of creeds a series of short expositions of the apostles creed|meyer f b frederick brotherton 1847 1929,1
582,Tier 3 - strong curated library,Christian Book,1115,The creed of creeds [microform] : a series of short expositions of the Apostles' Creed,"Meyer, F. B. (Frederick Brotherton), 1847-1929",2026,Christian Living,F. B. Meyer Collection,https://archive.org/download/MN41545ucmf_3/MN41545ucmf_3_djvu.txt,https://archive.org/download/MN41545ucmf_3/MN41545ucmf_3_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/MN41545ucmf_3/MN41545ucmf_3_djvu.txt.,F. B. Meyer devotional and Bible study resource for Christian living and teaching application. OCR text should be spot-checked before quotation.,data/library/verified/the-creed-of-creeds-microform-a-series-of-short-expositions-of-the-apostles-creed-meyer-f-b-frederick-brothert.txt,45476,5.1,the creed of creeds microform a series of short expositions of the apostles creed|meyer f b frederick brotherton 1847 1929,1
583,Tier 3 - strong curated library,Christian Book,1115,"The World's Great Sermons, Volume 01: Basil to Calvin","Kleiser, Grenville",2004,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/11981,https://www.gutenberg.org/ebooks/11981.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/11981.,Historical sermon collection for teaching examples and homiletic study.,data/library/verified/the-world-s-great-sermons-volume-01-basil-to-calvin-kleiser-grenville.txt,54369,6.0,the world s great sermons basil to calvin|kleiser grenville,1
584,Tier 3 - strong curated library,Christian Book,1115,"The World's Great Sermons, Volume 02: Hooker to South","Kleiser, Grenville",2004,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/11627,https://www.gutenberg.org/ebooks/11627.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/11627.,Historical sermon collection for teaching examples and homiletic study.,data/library/verified/the-world-s-great-sermons-volume-02-hooker-to-south-kleiser-grenville.txt,55625,6.2,the world s great sermons hooker to south|kleiser grenville,1
585,Tier 3 - strong curated library,Christian Book,1115,"The World's Great Sermons, Volume 03: Massillon to Mason","Kleiser, Grenville",2004,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/11713,https://www.gutenberg.org/ebooks/11713.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/11713.,Historical sermon collection for teaching examples and homiletic study.,data/library/verified/the-world-s-great-sermons-volume-03-massillon-to-mason-kleiser-grenville.txt,51575,5.7,the world s great sermons massillon to mason|kleiser grenville,1
586,Tier 3 - strong curated library,Christian Book,1115,"The World's Great Sermons, Volume 04: L. Beecher to Bushnell","Kleiser, Grenville",2013,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/44411,https://www.gutenberg.org/ebooks/44411.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/44411.,Historical sermon collection for teaching examples and homiletic study.,data/library/verified/the-world-s-great-sermons-volume-04-l-beecher-to-bushnell-kleiser-grenville.txt,57688,6.4,the world s great sermons l beecher to bushnell|kleiser grenville,1
587,Tier 3 - strong curated library,Christian Book,1115,"The World's Great Sermons, Volume 05: Guthrie to Mozley","Kleiser, Grenville",2013,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/44420,https://www.gutenberg.org/ebooks/44420.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/44420.,Historical sermon collection for teaching examples and homiletic study.,data/library/verified/the-world-s-great-sermons-volume-05-guthrie-to-mozley-kleiser-grenville.txt,54847,6.1,the world s great sermons guthrie to mozley|kleiser grenville,1
588,Tier 3 - strong curated library,Christian Book,1115,"The World's Great Sermons, Volume 06: H. W. Beecher to Punshon","Kleiser, Grenville",2013,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/44439,https://www.gutenberg.org/ebooks/44439.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/44439.,Historical sermon collection for teaching examples and homiletic study.,data/library/verified/the-world-s-great-sermons-volume-06-h-w-beecher-to-punshon-kleiser-grenville.txt,54147,6.0,the world s great sermons h w beecher to punshon|kleiser grenville,1
589,Tier 3 - strong curated library,Christian Book,1115,"The World's Great Sermons, Volume 07: Hale to Farrar","Kleiser, Grenville",2013,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/44441,https://www.gutenberg.org/ebooks/44441.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/44441.,Historical sermon collection for teaching examples and homiletic study.,data/library/verified/the-world-s-great-sermons-volume-07-hale-to-farrar-kleiser-grenville.txt,54753,6.1,the world s great sermons hale to farrar|kleiser grenville,1
590,Tier 3 - strong curated library,Christian Book,1115,"The World's Great Sermons, Volume 08",Various,2004,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/11693,https://www.gutenberg.org/ebooks/11693.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Verified. Source reviewed from https://www.gutenberg.org/ebooks/11693.,Public-domain sermon anthology for historical comparison.,data/library/verified/the-world-s-great-sermons-volume-08-various.txt,54154,6.0,the world s great sermons|various,1
591,Tier 3 - strong curated library,Christian Book,1115,"The World's Great Sermons, Volume 09: Cuyler to Van Dyke","Kleiser, Grenville",2013,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/44450,https://www.gutenberg.org/ebooks/44450.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/44450.,Historical sermon collection for teaching examples and homiletic study.,data/library/verified/the-world-s-great-sermons-volume-09-cuyler-to-van-dyke-kleiser-grenville.txt,54199,6.0,the world s great sermons cuyler to van dyke|kleiser grenville,1
592,Tier 3 - strong curated library,Christian Book,1115,"The World's Great Sermons, Volume 10: Drummond to Jowett, and General Index","Kleiser, Grenville",2004,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/11760,https://www.gutenberg.org/ebooks/11760.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/11760.,"Preaching and teaching help for illustrations, exposition, and lesson preparation.",data/library/verified/the-world-s-great-sermons-volume-10-drummond-to-jowett-and-general-index-kleiser-grenville.txt,53456,5.9,the world s great sermons drummond to jowett and general index|kleiser grenville,1
593,Tier 3 - strong curated library,Christian Book,1110,"Our Daily Homily, Volume 2",F. B. Meyer,1898,Preaching & Teaching,F. B. Meyer Collection,https://archive.org/download/ourdailyhomily02meye/ourdailyhomily02meye_djvu.txt,https://archive.org/download/ourdailyhomily02meye/ourdailyhomily02meye_djvu.txt,verified,verified_allowed_public_domain,Internet Archive item ourdailyhomily02meye lists possible copyright status NOT_IN_COPYRIGHT. Direct IA OCR text imported for beta reading with use-with-discernment and OCR spot-check labels.,"Short devotional and homiletic readings for daily study, teaching prompts, and listening.",data/library/verified/our-daily-homily-volume-2-f-b-meyer.txt,81203,9.0,our daily homily|f b meyer,1
594,Tier 3 - strong curated library,Christian Book,1110,Revival Addresses,R. A. Torrey,1903,Preaching & Teaching,R. A. Torrey Collection,https://archive.org/download/revivaladdresses00torr/revivaladdresses00torr_djvu.txt,https://archive.org/download/revivaladdresses00torr/revivaladdresses00torr_djvu.txt,verified,verified_allowed_public_domain,Internet Archive item revivaladdresses00torr lists possible copyright status NOT_IN_COPYRIGHT. Direct IA OCR text imported for beta reading with use-with-discernment and OCR spot-check labels.,Evangelistic and revival preaching resource for sermon preparation and application study.,data/library/verified/revival-addresses-r-a-torrey.txt,89137,9.9,revival addresses|r a torrey,1
595,Tier 3 - strong curated library,Christian Book,1110,Thou Fool and Eleven Other Sermons,dwight l. moody,1911,Evangelism,Moody Collection,https://archive.org/download/thoufoolelevenot0000unse_o3x9/thoufoolelevenot0000unse_o3x9_djvu.txt,https://archive.org/download/thoufoolelevenot0000unse_o3x9/thoufoolelevenot0000unse_o3x9_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/thoufoolelevenot0000unse_o3x9/thoufoolelevenot0000unse_o3x9_djvu.txt.,D. L. Moody evangelistic and devotional resource for Christian living and ministry use. OCR text should be spot-checked before quotation.,data/library/verified/thou-fool-and-eleven-other-sermons-dwight-l-moody.txt,53027,5.9,thou fool and eleven other sermons|dwight l moody,1
596,Tier 3 - strong curated library,Christian Book,1110,"Twice-born Men in America or, The Psychology of Conversion as Seen by a Christian Psychologist in Rescue Mission Work",Harriet Earhart Monroe,2016,Missions,Missions Biographies,https://www.gutenberg.org/ebooks/53014,https://www.gutenberg.org/ebooks/53014.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/53014.,"Missions biography and history for examples, context, and burden for evangelism and prayer.",data/library/verified/twice-born-men-in-america-or-the-psychology-of-conversion-as-seen-by-a-christian-psychologist-in-rescue-missio.txt,33153,3.7,twice born men in america or the psychology of conversion as seen by a christian psychologist in rescue mission work|harriet earhart monroe,1
597,Tier 3 - strong curated library,Christian Book,1105,"A Sermon preached at Christ Church, Kensington, on May 1, 1859: being the day appointed for a general thanksgiving to Almighty God, for the success gr","Wright, William",2021,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/64717,https://www.gutenberg.org/ebooks/64717.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/64717.,"Preaching and teaching help for illustrations, exposition, and lesson preparation.",data/library/verified/a-sermon-preached-at-christ-church-kensington-on-may-1-1859-being-the-day-appointed-for-a-general-thanksgiving.txt,3710,0.4,a sermon preached at christ church kensington on may being the day appointed for a general thanksgiving to almighty god for the success gr|wright william,1
598,Tier 3 - strong curated library,Bible Study Reference,1105,An Essay on Papal Infallibility,John Sinclair,2016,Bible study helps,False Religion & Discernment,https://www.gutenberg.org/ebooks/52759,https://www.gutenberg.org/ebooks/52759.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/52759.,Public-domain historical apologetics resource concerning papal infallibility.,data/library/verified/an-essay-on-papal-infallibility-john-sinclair.txt,15075,1.7,an essay on papal infallibility|john sinclair,1
599,Tier 3 - strong curated library,Christian Book,1105,"One hundred years with the Baptists of Amherst, N.S., 1810 to 1910",D. A. Steele and Grace McLeod Rogers,2025,Baptist History,Baptist History,https://www.gutenberg.org/ebooks/75713,https://www.gutenberg.org/ebooks/75713.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/75713.,Baptist history or Baptist theology resource for historical study and teaching illustrations.,data/library/verified/one-hundred-years-with-the-baptists-of-amherst-n-s-1810-to-1910-d-a-steele-and-grace-mcleod-rogers.txt,17206,1.9,one hundred years with the baptists of amherst n s to|d a steele and grace mcleod rogers,1
600,Tier 3 - strong curated library,Bible Study Reference,1105,Select Masterpieces of Biblical Literature,Richard G. Moulton,2008,Bible Handbooks,Bible Handbooks,https://www.gutenberg.org/ebooks/27510,https://www.gutenberg.org/ebooks/27510.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/27510.,"Book background, Bible geography, or chapter survey help for study preparation.",data/library/verified/select-masterpieces-of-biblical-literature-richard-g-moulton.txt,59351,6.6,select masterpieces of biblical literature|richard g moulton,1
601,Tier 3 - strong curated library,Christian Book,1105,"The Baptist Magazine, Vol. 27, 1835",Various,2012,Baptist History,Baptist History & Religious Liberty,https://www.gutenberg.org/ebooks/40252,https://www.gutenberg.org/ebooks/40252.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/40252.,"Public-domain Baptist periodical with missions, doctrine, and historical material.",data/library/verified/the-baptist-magazine-vol-27-1835-various.txt,29030,3.2,the baptist magazine|various,1
602,Tier 3 - strong curated library,Christian Book,1105,"The Baptist Magazine, Vol. 27, January, 1835",Various and George Wightman,2009,Baptist History,Baptist History,https://www.gutenberg.org/ebooks/30769,https://www.gutenberg.org/ebooks/30769.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/30769.,Baptist history or Baptist theology resource for historical study and teaching illustrations.,data/library/verified/the-baptist-magazine-vol-27-january-1835-various-and-george-wightman.txt,28676,3.2,the baptist magazine january|various and george wightman,1
603,Tier 3 - strong curated library,Christian Book,1105,"The Book of Light in the Hand of Love: A plea for the British and Foreign Bible Society: A sermon preached in St. Paul's Cathedral, on Tuesday, April","Vaughan, C. J. (Charles John)",2021,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/64471,https://www.gutenberg.org/ebooks/64471.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/64471.,"Preaching and teaching help for illustrations, exposition, and lesson preparation.",data/library/verified/the-book-of-light-in-the-hand-of-love-a-plea-for-the-british-and-foreign-bible-society-a-sermon-preached-in-st.txt,4152,0.5,the book of light in the hand of love a plea for the british and foreign bible society a sermon preached in st paul s cathedral on tuesday april|vaughan c j charles john,1
604,Tier 3 - strong curated library,Christian Book,1105,The Man and His Mission,Dwight L. Moody,1900,Evangelism,Moody Collection,https://archive.org/download/dwightlmoodymanh0000unse/dwightlmoodymanh0000unse_djvu.txt,https://archive.org/download/dwightlmoodymanh0000unse/dwightlmoodymanh0000unse_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/dwightlmoodymanh0000unse/dwightlmoodymanh0000unse_djvu.txt.,D. L. Moody evangelistic and devotional resource for Christian living and ministry use. OCR text should be spot-checked before quotation.,data/library/verified/the-man-and-his-mission-dwight-l-moody.txt,111448,12.4,the man and his mission|dwight l moody,1
605,Tier 3 - strong curated library,Christian Book,1100,"Facts and men, pages from English Church history, between 1553 and 1683",John Charles Ryle,1550,Christian Living,Ryle Collection,https://archive.org/download/factsandmenpage00rylegoog/factsandmenpage00rylegoog_djvu.txt,https://archive.org/download/factsandmenpage00rylegoog/factsandmenpage00rylegoog_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/factsandmenpage00rylegoog/factsandmenpage00rylegoog_djvu.txt.,"J. C. Ryle practical Christian resource for discipleship, teaching, and devotional reading. OCR text should be spot-checked before quotation.",data/library/verified/facts-and-men-pages-from-english-church-history-between-1553-and-1683-john-charles-ryle.txt,150777,16.8,facts and men pages from english church history between and|john charles ryle,1
606,Tier 3 - strong curated library,Christian Book,1100,Holy in Christ,Andrew Murray,1887,Christian life,Christian life,https://www.gutenberg.org/ebooks/26990,https://www.gutenberg.org/ebooks/26990.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog page reports public domain in the USA. Retain source/license notes for redistributed Project Gutenberg files.,Christian classic or devotional resource for careful reading and practical application.,data/library/verified/holy-in-christ.txt,87221,9.7,holy in christ|andrew murray,1
607,Tier 3 - strong curated library,Christian Book,1100,"Secret Power; or, The Secret of Success in Christian Life and Work",D. L. Moody,1881,Christian Living,Christian Living,https://www.gutenberg.org/ebooks/33341,https://www.gutenberg.org/ebooks/33341.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog page reports public domain in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Christian service, devotional reading, and ministry encouragement.",data/library/verified/secret-power.txt,34837,3.9,secret power or the secret of success in christian life and work|d l moody,1
608,Tier 3 - strong curated library,Christian Book,1100,"Sovereign Grace: Its Source, Its Nature and Its Effects",D. L. Moody,1891,Christian Living,Christian Living,https://www.gutenberg.org/ebooks/30657,https://www.gutenberg.org/ebooks/30657.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog page reports public domain in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Grace-focused study, Gospel application, and new believer encouragement.",data/library/verified/sovereign-grace-its-source-its-nature-and-its-effects.txt,36835,4.1,sovereign grace its source its nature and its effects|d l moody,1
609,Tier 3 - strong curated library,Christian Book,1100,The Directory of the Devout Life: Meditations on the Sermon on the Mount,Frederick Brotherton Meyer,2026,Christian Living,F. B. Meyer Collection,https://archive.org/download/directorydevout00meyegoog/directorydevout00meyegoog_djvu.txt,https://archive.org/download/directorydevout00meyegoog/directorydevout00meyegoog_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/directorydevout00meyegoog/directorydevout00meyegoog_djvu.txt.,F. B. Meyer devotional and Bible study resource for Christian living and teaching application. OCR text should be spot-checked before quotation.,data/library/verified/the-directory-of-the-devout-life-meditations-on-the-sermon-on-the-mount-frederick-brotherton-meyer.txt,61534,6.8,the directory of the devout life meditations on the sermon on the mount|frederick brotherton meyer,1
610,Tier 3 - strong curated library,Christian Book,1100,"The Great Commission. Miscellaneous Writings of C. H. Mackintosh, vol. IV","Mackintosh, Charles Henry",2012,Christian Living,Bible Doctrine,https://www.gutenberg.org/ebooks/40575,https://www.gutenberg.org/ebooks/40575.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/40575.,Christian living and theology resource for careful study and practical application.,data/library/verified/the-great-commission-miscellaneous-writings-of-c-h-mackintosh-vol-iv-mackintosh-charles-henry.txt,116446,12.9,the great commission miscellaneous writings of c h mackintosh|mackintosh charles henry,1
