score,title,author,source_url,category,collection,rights_status,doctrinal_status,warning_label,recommended_use,year
62,An appeal to the public for religious liberty against the oppressions of the present day,Isaac Backus,https://archive.org/download/anappealtopubli00backgoog/anappealtopubli00backgoog_djvu.txt,Christian Living,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1773
61,Abstract of Systemic Theology,James P. Boyce,https://archive.org/download/abstractofsystem0000jame/abstractofsystem0000jame_djvu.txt,Bible study helps,Baptist Theology,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1887
60,"Life in Jesus: a memoir of Mrs. Mary Winslow, arranged from her ...",Octavius Winslow,https://archive.org/download/lifeinjesusamem02winsgoog/lifeinjesusamem02winsgoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1860
59,"The ministry of home; or, Brief expository lectures on divine truth",Octavius Winslow,https://archive.org/download/ministryhomeorb00winsgoog/ministryhomeorb00winsgoog_djvu.txt,Commentaries,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain commentaries resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1867
58,Personal Declension and Revival of Religion in the Soul. ...,Octavius Winslow,https://archive.org/download/personaldeclens00winsgoog/personaldeclens00winsgoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1847
57,Experimental and Practical Views of the Atonement,Octavius Winslow,https://archive.org/download/experimentaland00winsgoog/experimentaland00winsgoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1838
56,Go and Tell Jesus,Octavius Winslow,https://archive.org/download/goandtelljesus01winsgoog/goandtelljesus01winsgoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1869
55,The inquirer directed to an experimental and practical view of the Atonement,Octavius Winslow,https://archive.org/download/inquirerdirecte00winsgoog/inquirerdirecte00winsgoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1839
54,"The silver trumpet; or, The Church guided and warned in perilous times",Octavius Winslow,https://archive.org/download/silvertrumpetor00winsgoog/silvertrumpetor00winsgoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1844
53,None Like Christ ...,Octavius Winslow,https://archive.org/download/nonelikechrist01winsgoog/nonelikechrist01winsgoog_djvu.txt,Bible study helps,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1868
52,"A pastoral letter, addressed to the church and congregation assembling in the Warwick-street ...",Octavius Winslow,https://archive.org/download/apastoralletter00winsgoog/apastoralletter00winsgoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1852
51,The Christian in Complete Armour: A Treatise of the Saints' Preservation from Apostasy,William Gurnall,https://archive.org/download/the-christian-in-complete-armour-or-a-tr/The_Christian_in_Complete_Armour_or_A_Tr_djvu.txt,Bible study helps,Historical Theology,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1655
50,"Husbandry Spiritualized: Or, The Heavenly Use of Earthly Things, in which Husbandmen are ...",John Flavel,https://archive.org/download/husbandryspirit00flavgoog/husbandryspirit00flavgoog_djvu.txt,Christian Living,Historical Theology,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1824
49,"Practical Discourses, on Regeneration: In Ten Sermons ... To which are Added Two Sermons, on the ...",Philip Doddridge,https://archive.org/download/practicaldiscou03doddgoog/practicaldiscou03doddgoog_djvu.txt,Preaching & Teaching,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1815
48,Rise and Progress of Religion in the Soul,Philip Doddridge,https://archive.org/download/riseandprogress02unkngoog/riseandprogress02unkngoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1861
47,The rise and progress of religion in the soul: addresses. Repr,Philip Doddridge,https://archive.org/download/riseandprogress00doddgoog/riseandprogress00doddgoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1853
46,Some Remarkable Passages in the Life of the Honourable Col. James Gardiner ...,Philip Doddridge,https://archive.org/download/someremarkablep05doddgoog/someremarkablep05doddgoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1785
45,"Letters to and from the Rev. Philip Doddridge, D.D. Late of Northampton: Published from the ...",Philip Doddridge,https://archive.org/download/letterstoandfro00doddgoog/letterstoandfro00doddgoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1790
44,The Epistle of Paul the Apostle to the Romans: with introduction and notes.,Handley C. G. Moule,https://archive.org/download/epistleofpaulapo0000hand/epistleofpaulapo0000hand_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1888
43,Christ Is All,Handley C. G. Moule,https://archive.org/download/christisall0000hand/christisall0000hand_djvu.txt,Bible study helps,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1904
42,Fifty Short Sermons,T. De Witt Talmage,https://archive.org/download/fiftyshortsermon0000tdew/fiftyshortsermon0000tdew_djvu.txt,Preaching & Teaching,Preaching Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1923
41,The Trial and Death of Jesus Christ: A Devotional History of Our Lord's Passion,James Stalker,https://archive.org/download/trialanddeathje00stalgoog/trialanddeathje00stalgoog_djvu.txt,Bible study helps,Bible Study Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1894
40,The life of st. Paul: 70th Thousand,James Stalker,https://archive.org/download/lifestpaulththo00stalgoog/lifestpaulththo00stalgoog_djvu.txt,Christian Living,Bible Study Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1885
39,Imago Christi: the example of Jesus Christ,James Stalker,https://archive.org/download/imagochristiexa03stalgoog/imagochristiexa03stalgoog_djvu.txt,Bible study helps,Bible Study Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1895
38,The preacher and his models,James Stalker,https://archive.org/download/preacherandhism01stalgoog/preacherandhism01stalgoog_djvu.txt,Preaching & Teaching,Bible Study Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1891
37,"Hours with the Bible, Or, The Scriptures in the Light of Modern Knowledge",Cunningham Geikie,https://archive.org/download/hourswithbibleo01geikgoog/hourswithbibleo01geikgoog_djvu.txt,Bible study helps,Bible Background,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1892
36,Life And Words Of Christ Vol 1,Cunningham Geikie,https://archive.org/download/in.ernet.dli.2015.200802/2015.200802.Life-And_djvu.txt,Bible study helps,Bible Background,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1877
35,Old Testament portraits,John Cunningham Geikie,https://archive.org/download/oldtestamentpor00geikgoog/oldtestamentpor00geikgoog_djvu.txt,Bible study helps,Bible Background,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1878
34,Stronghold of truth;: Five lectures delivered at Montrose Bible conference in the summer of 1915,W. H. Griffith Thomas,https://archive.org/download/strongholdoftrut0000whgr/strongholdoftrut0000whgr_djvu.txt,Bible study helps,Bible Study Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1915
33,Methods of Bible study,W. H. Griffith Thomas,https://archive.org/download/methodsofbiblest0000whgr/methodsofbiblest0000whgr_djvu.txt,Bible study helps,Bible Study Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1926
32,Christianity is Christ,W. H. Griffith Thomas,https://archive.org/download/christianityisch0000whgr/christianityisch0000whgr_djvu.txt,Bible study helps,Bible Study Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1925
31,Christ Pre-Eminent,W. H. Griffith Thomas,https://archive.org/download/bwb_O8-CST-845/bwb_O8-CST-845_djvu.txt,Bible study helps,Bible Study Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1923
30,The Apostle Peter,W. H. Griffith Thomas,https://archive.org/download/apostlepeter0000whgr/apostlepeter0000whgr_djvu.txt,Christian Living,Bible Study Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1904
29,"The Christian life and how to live it,",W. H. Griffith Thomas,https://archive.org/download/christianlifehow0000whgr/christianlifehow0000whgr_djvu.txt,Bible study helps,Bible Study Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1919
28,How We Got Our Bible,W. H. Griffith Thomas,https://archive.org/download/howwegotourbible0000whgr_i8p1/howwegotourbible0000whgr_i8p1_djvu.txt,Bible study helps,Bible Study Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1926
2,Quiet Talks on the Crowned Christ of Revelation,S. D. Gordon,https://www.gutenberg.org/ebooks/23038,Commentaries,Quiet Talks Collection,verified public domain,reviewed,Project Gutenberg terms,"Public-domain exposition and devotional study of Revelation for Bible study, teaching, and personal reading.",1914
2,Quiet Talks on Power,S. D. Gordon,https://www.gutenberg.org/ebooks/20731,Christian Living,Quiet Talks Collection,verified public domain,reviewed,Project Gutenberg terms,"Public-domain Christian-life study on spiritual power, prayer, and service; compare all conclusions with Scripture.",1903
2,My Daily Meditation for the Circling Year,John Henry Jowett,https://www.gutenberg.org/ebooks/23241,Christian Living,Devotional Classics,verified public domain,reviewed,Project Gutenberg terms,"Public-domain daily devotional readings for personal growth, family worship, and pastoral encouragement.",1914
2,The Whole Armour of God,John Henry Jowett,https://www.gutenberg.org/ebooks/36692,Christian Living,Devotional Classics,verified public domain,reviewed,Project Gutenberg terms,"Public-domain devotional and preaching study of the Christian's spiritual armor.",1916
2,Heart's-ease,Phillips Brooks,https://www.gutenberg.org/ebooks/27563,Christian Living,Devotional Classics,verified public domain,reviewed,Historical collection;Project Gutenberg terms,"Public-domain pastoral and devotional writings; use with doctrinal discernment.",1915
2,The Personal Touch,J. Wilbur Chapman,https://www.gutenberg.org/ebooks/9957,Evangelism,Evangelism,verified public domain,reviewed,Project Gutenberg terms,"Public-domain practical evangelism resource on personal witness and ministry to individuals.",1912
2,The Art of Soul-Winning,J. W. Mahood,https://www.gutenberg.org/ebooks/14716,Evangelism,Evangelism,verified public domain,reviewed,Project Gutenberg terms,"Public-domain evangelism manual for personal witnessing and ministry training; compare methods with Scripture.",1901
